ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
"Rất nhiều loại cây trồng, bao gồm: 
- Cây ăn trái: Xoài, ổi, chuối, mít, thanh long, cam.
- Rau màu: Cà chua, ớt, dưa hấu, bầu bí, đậu.
- Cây cảnh: Hoa hồng, hoa giấy.
- Cây công nghiệp: Tiêu, cà phê, điều.",Thán thư,"Do nấm Colletotrichum gloeosporioides gây ra. Phát triển mạnh trong điều kiện nóng ẩm, mưa nhiều (nhiệt độ lý tưởng 28 – 30 độ C). Bào tử nấm tồn tại trong đất, tàn dư thực vật và lây lan qua hạt giống, tàn dư cây bệnh, cỏ dại, ký chủ phụ (cà chua, khoai tây), gió, côn trùng, nước tưới và dụng cụ làm vườn. Các yếu tố thuận lợi: ruộng trũng, thoát nước kém, gieo trồng mật độ dày, bón thừa đạm.","- Trên lá: Vết bệnh hình tròn hoặc không đồng đều, màu nâu nhạt/nâu xám, sau chuyển nâu sậm, lan rộng, lõm sâu, tạo thành vết khô cháy.
- Trên thân cành: Vết bệnh nâu xuất hiện trên chồi non, lan xuống cành, làm chết ngọn.
- Trên hoa: Hoa bị khô đen, rụng hàng loạt, ảnh hưởng đến quá trình ra hoa, đậu quả.
- Trên trái: Ban đầu là đốm nhỏ, màu nâu, hơi lõm; sau lan rộng làm trái thối, vỏ khô màu. Các vết đen gây thối đen từ cuống, làm quả rụng sớm.
- Tác hại chung: Cây còi cọc, chậm phát triển, giảm chất lượng và năng suất vụ mùa. Có thể lan rộng 70-80% diện tích trồng, gây thối trái hàng loạt.","{'Loại biện pháp': 'Phòng ngừa và canh tác', 'Mô tả': '- Sử dụng giống cây có khả năng chống chịu bệnh tốt, hạt giống sạch bệnh.\n- Gieo trồng với khoảng cách hợp lý, tránh mật độ quá dày.\n- Cung cấp đầy đủ dưỡng chất cho cây để tăng sức đề kháng.\n- Tránh tưới nước quá nhiều gây ngập úng; tưới vào gốc cây, tránh làm ướt lá.\n- Vệ sinh vườn thường xuyên, cắt tỉa, loại bỏ và tiêu hủy các bộ phận lá, cành, tàn dư thực vật nhiễm bệnh.'} | {'Loại biện pháp': 'Sử dụng thuốc đặc trị sinh học', 'Tên thuốc': 'Phy FusaCo (của AQ)', 'Thành phần': 'Vi sinh tổng số gồm Chaetomium spp, Trichoderma spp, Bacillus subtilis (1,5×10^8 CFU/ml), kết hợp bào tử gốc của các chủng nấm đối kháng, Enzym ngoại bào, hoạt chất kháng sinh sinh học và Nano chitosan.', 'Công dụng': '- Phòng trừ bệnh thán thư do nấm Collectotricum.\n- Phòng trừ các bệnh hại khác do nấm Collectotricum, Fusarium, Phytopthora gây ra như thối nhũn, thối thân, thối gốc, nứt thân, xì mủ, ghẻ loét, chết dây, sương mai.\n- Tăng tính kháng và hệ miễn dịch cho cây trồng chống chịu các nấm bệnh hại khác như nấm hồng, loét vi khuẩn, héo rũ, đốm lá, ghẻ sẹo, sương mai.\n- Nâng cao chất lượng nông sản, an toàn không độc hại.', 'Hướng dẫn sử dụng': '- Phun trị: Pha 250ml Phy FusaCo với 400-600 lít nước, phun kỹ lá, cành, thân và vùng dưới gốc cây bị bệnh, cách 5-7 ngày/lần.\n- Phun phòng: Pha 250ml Phy FusaCo với 800-1000 lít nước, phun định kỳ 15-30 ngày/lần.'}"
Thanh long,Vàng lá thanh long,"Nhiễm nấm khuẩn (gồm các bệnh thối rễ, vàng cành, sương mai) | Thiếu dinh dưỡng (Đạm, Lân, Kali) | Tưới nước thừa hoặc thiếu | Yếu tố thời tiết (nắng nóng, hạn hán, bão lũ, sương muối)","Lá từ màu xanh chuyển dần sang màu vàng, thối nhũn, héo khô và rụng dần. | Xuất hiện các mảng vàng nhỏ lan khắp cành. | Các tế bào trong lá bị phá hủy, có thể bị thối nhũn, chảy dịch hoặc khô teo. | Cây có dấu hiệu thiếu dinh dưỡng, trở nên còi cọc, phát triển chậm, chất lượng trái không đảm bảo, quả nhỏ, đậu ít trái. | Cành dễ bị gãy. | Bộ rễ xuất hiện một vài rễ đã chuyển sang màu nâu hoặc nâu đen (khi bới gốc kiểm tra). | Đất trồng có dấu hiệu nhão dính (dư nước) hay khô bột (quá khô).","Bón phân cân đối, đầy đủ các chất cần thiết (sử dụng phân bón hữu cơ, phân chuồng đã hoai mục). Bón cách gốc 10 – 15cm, vào buổi sáng hoặc chiều mát. | Tưới đầy đủ nước, không tưới thừa hoặc tưới quá ít. Để đất khô ráo nếu dư nước; tưới đủ ẩm nếu đất khô. Không tưới vào buổi trưa nắng nóng. | Chọn giống thanh long sạch nguồn bệnh, trồng cây ở nơi có đầy đủ ánh sáng, thoáng mát, xử lý đất trồng trước khi trồng. | Theo dõi dự báo thời tiết thường xuyên: kiên cố, buộc chắc dàn leo, tỉa bớt cành khi có bão lũ; che chắn khi nắng nóng (dùng lưới che nắng hoặc rơm khô phủ gốc); đào rãnh mương giúp cây thoát nước khi mưa quá nhiều. | Kiểm tra vườn thanh long thường xuyên để phát hiện và xử lý kịp thời. | Sử dụng thuốc đặc trị Be Green (sản phẩm sinh học): | Thành phần: Chaetomium cupreum 1.5×10^6 CFU/g bột, hơn 25 chủng nấm (Trichoderma spp, Chaetomium spp, Paecilomyces sp), vi sinh phân giải (kali, lân,…), amino axit, dinh dưỡng hữu cơ, axit fulvic. | Công dụng: Phòng trừ các loại nấm bệnh gây hại bộ rễ (thối rễ, lở cổ rễ), phòng trừ bệnh vàng lá, phục hồi, bảo vệ bộ rễ, kích thích ra rễ mới, tăng khả năng hấp thụ dinh dưỡng, tăng sức đề kháng, cải thiện cấu trúc đất, tăng năng suất. | Hướng dẫn sử dụng: | - Phun trị vàng lá: 50g/ 40 – 80 lít nước phun tưới trực tiếp vùng đất dưới tán cây, dùng 5-10 ngày/lần. | - Phun phòng vàng lá: 25g/ 20 – 40 lít nước, tưới định kỳ 3-4 lần/vụ."
Thanh long,Thối rễ (do nấm khuẩn),Nấm Neoscytalidium dimidiatum xâm nhập.,"Hư hỏng, thối bộ rễ, từ đó khiến lá bị vàng, dần còi cọc, yếu dần và chết đi.","Áp dụng các biện pháp phòng trị chung cho bệnh vàng lá thanh long, đặc biệt là sử dụng thuốc Be Green có công dụng phòng trừ nấm bệnh gây hại cho bộ rễ."
Thanh long,Vàng cành (do nấm khuẩn),Vi khuẩn Erwinia sp gây ra.,"Cành bị thối, lá vàng đi và cả cây đều chết dần.","Áp dụng các biện pháp phòng trị chung cho bệnh vàng lá thanh long, đặc biệt là sử dụng thuốc Be Green có công dụng phòng trừ nấm khuẩn."
Thanh long,Sương mai (do nấm khuẩn),Nấm Erysiphe cichoracearum gây bệnh.,"Xuất hiện các đốm trắng trên mặt lá, dần lan rộng và khiến lá bị vàng úa, rụng sớm.","Áp dụng các biện pháp phòng trị chung cho bệnh vàng lá thanh long, đặc biệt là sử dụng thuốc Be Green có công dụng phòng trừ nấm khuẩn."
Cải thảo,Thối nhũn,"Do vi khuẩn Erwinia carotovora gây ra. | Vi khuẩn tồn tại trong đất, tàn dư thực vật. | Xâm nhập vào cây thông qua các vết thương cơ học, các lỗ khí khổng khi cây bị tổn thương do sâu bệnh, côn trùng tấn công. | Các điều kiện thuận lợi: thời tiết ẩm ướt, mưa nhiều hoặc tưới nước dư thừa. | Nhiệt độ từ 25-30 độ C lý tưởng cho vi khuẩn phát triển và lây lan nhanh chóng.","Biểu hiện khi cây đã cuốn bắp che kín đất trong điều kiện ẩm thấp. | Bắt đầu xuất hiện ở phần gốc cây, đặc biệt là các lá già nằm sát mặt đất. | Vết bệnh lan dần vào bên trong và lên trên. | Đặc điểm: nhũn nước, chuyển màu nâu đen và bốc mùi hôi thối. | Khi vi khuẩn xâm nhập sâu, gây thối nhũn toàn bộ thân cây. | Mầm bệnh có thể tấn công trực tiếp vào các lá bao bên ngoài, rồi lan vào bắp và gây thối toàn bộ. | Sau khi thu hoạch và trong quá trình bảo quản, vận chuyển, mầm bệnh vẫn tiếp tục lây lan sang các bắp cải khác, gây giảm giá trị thương phẩm.","{'Phòng ngừa (biện pháp canh tác)': ['Sử dụng các giống cải thảo có khả năng kháng bệnh hoặc giống chịu tốt, chống được điều kiện môi trường khắc nghiệt.', 'Thực hiện luân canh với các loại cây không cùng họ với cải thảo để giảm sự tích tụ của mầm bệnh trong đất.', 'Sau mỗi mùa vụ, thu gom và tiêu hủy tàn dư cây trồng đã bị nhiễm bệnh để tránh mầm bệnh tồn tại và lây lan.', 'Không tưới nước quá mức gây ngập úng, thối rễ; duy trì độ ẩm vừa phải cho đất.', 'Đảm bảo vườn cải thảo có hệ thống thoát nước tốt, tránh tình trạng ngập úng, đặc biệt trong mùa mưa.'], 'Điều trị (sử dụng thuốc đặc trị)': ['Sử dụng sản phẩm Tribe Vacci Gold (New).', 'Thành phần: Chitosan (1.000 ppm), pHH20: 5.2, Tỷ trọng: 1.12, hàng tỷ bào tử nấm Chaetomium spp, hoạt chất sinh học (enzyme ngoại bào, chất chuyển hóa) qua quá trình chiết xuất từ chủng nấm Chaetoglobosin C, Chaetomanone, và Rotiorins, cùng sự kết hợp với chủng vi khuẩn mạnh Rhodopseudomonas spp trên nền chitosan dạng nano bền vững.', 'Hướng dẫn sử dụng:', '- Phun trị cải thảo bị thối nhũn: Pha 250ml Tribe Vacci Gold (New) vào 400 – 600 lít nước để phun tưới kỹ toàn bộ tán lá và vùng dưới gốc định kỳ 5 – 7 ngày/lần.', '- Phun phòng cải thảo bị thối nhũn: Pha 250ml Tribe Vacci Gold (New) vào 800 – 1000 lít nước để phun đều tán lá cho cây định kỳ 1 – 2 lần/tháng.', '- Trường hợp cây cải thảo bị suy yếu: Bổ sung 100ml sản phẩm Vi AMEN hòa tan vào 300 lít nước.']}"
Bí đao,Đốm lá bí đao,"Do vi khuẩn Pseudomonas syringae pv. Lachrymans gây hại. Vi khuẩn tồn tại dưới lòng đất, lan truyền qua giống cây bị nhiễm của vụ mùa trước, tàn dư thực vật, và vết thương cơ giới. Môi trường lý tưởng để vi khuẩn phát triển là nhiệt độ từ 20 – 25 độ C và độ ẩm cao.","Bệnh thường xuất hiện vào mùa mưa, đặc biệt giai đoạn ra hoa đến khi ra trái. | Bề mặt lá xuất hiện các vết đốm màu vàng nâu, xung quanh viền màu vàng, có kích thước và hình thù đa dạng. | Các vết đốm phát triển và lan rộng khắp lá. Khi bệnh nặng, lá sẽ chuyển sang màu xám, sau đó khô héo và rụng đi. | Các vết đốm không chỉ lan rộng mà còn khiến lá bị thủng, rách, làm cây trở nên xơ xác, thiếu sức sống. | Ảnh hưởng đến khả năng quang hợp và hấp thụ chất dinh dưỡng của cây, khiến cây phát triển kém, còi cọc, và năng suất giảm sút.","{'Biện pháp phòng ngừa và chăm sóc': ['Lựa chọn giống bí đao sạch bệnh, đảm bảo chất lượng và có sức đề kháng tốt.', 'Vệ sinh vườn trồng bí đao thường xuyên: thu gom tàn dư thực vật, dọn bỏ cỏ dại để hạn chế phát sinh vi khuẩn.', 'Kiểm tra vườn bí đao hàng ngày, quan sát kỹ lá để phát hiện sớm dấu hiệu bệnh, từ đó có hướng phòng trừ kịp thời.', 'Tránh gây ra các vết thương cơ giới lên cây, đặc biệt vào mùa mưa, vì vi khuẩn dễ dàng xâm nhập.', 'Cắt tỉa bớt những dây, lá phát triển yếu ớt, bị nhiễm bệnh, kết hợp tỉa bỏ cho giàn bí bớt um tùm, giúp giàn thông thoáng, giảm độ ẩm.', 'Cân bằng lượng phân bón, nước tưới hợp lý cho cây để tăng cường sức đề kháng.', 'Xử lý đất trồng trước khi trồng nhằm loại bỏ hoàn toàn vi khuẩn gây bệnh.'], 'Thuốc đặc trị': {'Tên thuốc': 'Tribe Vacci Gold', 'Thành phần': 'Chitosan: 1.000 ppm, pHH20: 5.2, Tỷ trọng: 1.12. Gồm các hoạt chất sinh học chiết xuất từ các chủng nấm (Rotiorins, Chaetoglobosin C, Chaetomanone) kết hợp với chủng vi khuẩn mạnh Rhodopseudomonas spp trên nền Chitosan nano bền vững.', 'Công dụng': 'Tiêu diệt các loại vi khuẩn, virus gây bệnh đốm lá, thối rễ, xoăn lá, xoăn ngọn, héo rũ, cháy lá, sượng trái; phòng trừ tác hại từ môi trường; cải thiện chất lượng nông sản, tăng năng suất và sức đề kháng cho cây.', 'Hướng dẫn sử dụng': {'Phun trị đốm lá': 'Pha 250ml thuốc với 400 – 600 lít nước, phun tưới kỹ vùng tán lá và dưới gốc, định kỳ phun từ 5 – 7 ngày/lần.', 'Phun phòng đốm lá': 'Hòa 250ml dung dịch vào 800 – 1000 lít nước, phun đều tán lá, định kỳ từ 1 – 2 lần/tháng.'}}}"
Rau quế (Húng quế),Vàng lá,"Nấm tấn công, đặc biệt khi nhiệt độ lạnh | Nguồn nước tưới không sạch, nhiễm khuẩn hoặc mức độ tưới không phù hợp (gây thối rễ) | Lây lan bệnh do nấm từ các loại cây khác trong vườn (đặc biệt là bệnh sương mai) | Thiếu hụt chất dinh dưỡng (bón phân không đủ) | Cỏ dại mọc quá nhiều (cạnh tranh dinh dưỡng)","Lá cây biến đổi màu sắc từ xanh sang vàng toàn bộ, dần héo khô và rụng | Cây kém sức sống, còi cọc, xơ xác, khô héo dần, thân và cành teo co | Đất trồng quá khô, thoát nước kém hoặc độ pH không cân đối (gây hư hỏng bộ rễ)","Nhổ bỏ những cây bị nhiễm bệnh nặng, cải tạo và khử trùng đất bằng vôi bột tại khu vực cây bệnh. | Theo dõi tình trạng đất: nếu khô cần cung cấp nước tưới ngay; nếu úng nước cần xới đất nhẹ, cải tạo bằng sản phẩm sinh học Bio Soil + Vi Haf để kích rễ và giúp thoát nước. | Bón phân đầy đủ dinh dưỡng (nitơ, phốt pho, lân, kali) hoặc phân bón hữu cơ, phân chuồng hoai mục. | Dọn vườn sạch sẽ, tiêu hủy cỏ dại và tàn dư thực vật để hạn chế phát sinh nấm bệnh. | Tưới nước trực tiếp vào cây để giảm tình trạng lây lan nếu nấm bệnh xuất hiện trên lá (đặc biệt đối với bệnh sương mai). | Xử lý đất trước khi trồng bằng hỗn hợp Bio Soil + Trichoderma + Padave Cha (tỷ lệ 1:2:1) để cải tạo đất, tiêu diệt tuyến trùng, nấm bệnh và tăng vi sinh. | Sử dụng bộ đôi sản phẩm sinh học Be Green + Bio Soil: Hòa vào 200 – 300 lít nước, tưới quanh tán, định kỳ 7 – 10 ngày/lần (dùng 2 – 3 lần cho cây bị nhiễm bệnh). Khi dấu hiệu bệnh giảm, tiếp tục phun phòng cho cây với tỷ lệ nước nhiều hơn (400 – 600 lít)."
Lúa,Bệnh nghẹt rễ lúa (bệnh sinh lý),"Thiếu oxy trong đất (nguyên nhân chung). | Thời vụ cấy vội, gốc rạ và tàn dư thực vật chưa phân hủy hết hoàn toàn. | Không sử dụng hoặc bón quá ít phân hữu cơ (phân chuồng). | Bón phân không cân đối (dư thừa đạm, thiếu lân, kali) làm thay đổi tính chất lý, hóa tính, và kết cấu đất, cản trở quá trình trao đổi khí của cây lúa. | Đất bị ngập úng liên tục, trũng sâu, ứ đọng nước lâu ngày gây tình trạng yếm khí nặng, thiếu oxy, tích tụ nhiều khí độc như H2S, SO2. | Những nguyên nhân trên khiến rễ cây không thể hô hấp, không hút được nước và chất dinh dưỡng, dẫn đến cây suy kiệt.","Thường xuất hiện sau cấy 2-3 tuần. | Lá lúa bị vàng, phần đỉnh lá có màu đỏ khô khi mới phát bệnh. | Khi bệnh nặng, nhiều lá ở phía trên bị vàng, cây lúa ngừng sinh trưởng, đẻ nhánh ít. | Bộ rễ của cây lúa bị thối đen, không ra rễ mới. | Tốc độ sinh trưởng chậm dần, cây còi cọc, chết lụi từng chòm lớn.","**Quy trình xử lý nhanh khi phát hiện bệnh:** | - Không phun thuốc BVTV, không bón đạm hoặc các loại phân NPK giàu đạm. | - Tháo nước, bón 10 – 15 kg vôi bột kết hợp 10 – 15 kg phân lân cho mỗi sào. | - Làm cỏ và sục bùn giúp giải phóng khí độc có trong đất, đặc biệt là khu vực rễ cây lúa. | - Nếu ruộng trũng, không tháo nước được: làm cỏ, sục bùn nhiều lần, sau đó bón thêm vôi, lân, tro bếp. Khi cây lúa phục hồi (ra rễ mới màu trắng), tiến hành bổ sung các phân bón qua lá và chăm sóc, bón thúc bình thường. | **Biện pháp canh tác phòng trị hiệu quả:** | - Sau thu hoạch lúa, làm đất, cày bừa thật kỹ, bón thêm 10-15 kg vôi bột cho một sào. | - Dùng các loại chế phẩm sinh học phân hủy rơm rạ, tàn dư thực vật để hạn chế bệnh nghẹt rễ, vàng lá sinh lý phát sinh vụ sau. | - Không bón phân hữu cơ chưa hoai mục và không để gốc rạ dài ở các chân ruộng trũng hoặc những ruộng đã bị bệnh vàng lá nặng ở mùa vụ trước. | - Cấy nông tay, dùng mạ khay để cấy giúp rễ lúa nhận đủ oxy từ không khí và hạn chế sâu bệnh, cây đẻ nhánh sớm, tập trung, phát triển tốt. | - Bón phân với liều lượng cân đối (đạm, lân, kali), tránh tình trạng dư thừa hoặc thiếu. | **Sử dụng thuốc chống nghẹt rễ lúa Vi HAF (chuyên lúa):** | - **Thành phần chính:** Chất hữu cơ (15%), VSV phân giải xenlulo (2×10^6 CFU/g), Chaetomium spp, Trichoderma, Amino axit, Fulvic, Humic, trung lượng (Fe, Mg, Ca, SiO2hh), vi lượng (Zn, B). | - **Công dụng:** Giúp cây lúa bén rễ nhanh, bung rễ mạnh; đẻ nhánh, nở bụi nhanh, cứng cây, dày lá; phòng chống ngộ độc hữu cơ, hạ phèn; nhanh lớn, cho ra dài bông, lá thẳng đứng, xanh bóng mượt; cung cấp dinh dưỡng hữu cơ thiết yếu; chống stress, vượt hạn hán, tăng năng suất. | - **Hướng dẫn sử dụng:** |   - Pha 15-20g Vi HAF cho bình 20-25 lít nước. |   - Phun trước sạ 5-10 ngày, hoặc kết hợp cùng Ô Hai Tầng để xử lý lúa lộn (hạ phèn, cải tạo đất, cân bằng pH, giải độc hữu cơ). |   - Phun từ 2-3 lần đối với giai đoạn đẻ nhánh (mỗi lần cách nhau 5-7 ngày). |   - Phun từ 2-3 lần đối với giai đoạn lúa làm đòng."
Xoài,Cháy lá (khô lá),"Do một loại nấm thuộc họ Macrophoma tấn công. | Xuất hiện phổ biến vào mùa mưa, trong điều kiện độ ẩm không khí cao. | Nấm dễ dàng lây lan qua nước mưa và nhanh chóng gây hại.","Xuất hiện các vết bệnh nhỏ lấm tấm có màu vàng, sau đó to dần rồi chuyển sang màu nâu đậm. | Khi bệnh nặng, vết bệnh lây lan với hình bầu dục rất to, ở vị trí giữa vết bệnh có màu xám tro cùng ổ nấm màu đen. | Mầm bệnh dần lan ra toàn bộ diện tích lá đến phần cuống, gây ra tình trạng cuống lá bị cháy khô. | Nấm bệnh cũng xuất hiện trên quả xoài với các hình tròn úng nước, lan nhanh ra toàn bộ bề mặt quả làm thối trái.","{'phương pháp': 'Biện pháp canh tác và phòng ngừa chung', 'chi tiết': ['Thường xuyên thực hiện công tác vệ sinh vườn sạch sẽ, thông thoáng để hạn chế lây lan bệnh.', 'Gieo trồng cây với mật độ phù hợp, không quá dày.', 'Chăm sóc cây bằng cách bón phân cung cấp dinh dưỡng đầy đủ để tăng cường sức đề kháng.', 'Theo dõi vườn nhà để phát hiện sớm tình trạng bệnh, tiến hành cắt tỉa, thu gom và tiêu hủy bộ phận lá và trái bị nhiễm bệnh ra khỏi vườn.']} | {'phương pháp': 'Sử dụng thuốc đặc trị sinh học Phy FusaCo và Nano Cu', 'thành phần_chính_Phy_FusaCo': 'Vi sinh tổng số như Chaetomium spp, Trichoderma spp, Bacillus subtilis: 1,5×10^8 CFU/ml.', 'công_dụng_Phy_FusaCo_chung': 'Phòng trừ hiệu quả các bệnh do nấm Phytophthora, Fusarium, Colletotrichum gây ra (như nứt thân xì mủ, thán thư, thối nhũn, chết dây…), đồng thời nâng cao tính kháng cho cây xoài.', 'hướng_dẫn_sử_dụng_cụ_thể': {'phun_trị_bệnh': 'Pha Phy FusaCo 250ml kết hợp Nano Cu 500ml vào bình chứa 400ml nước. Phun lên các bộ phận như thân, cành, lá và tưới gốc cho cây xoài định kỳ 2 – 3 lần, mỗi lần cách nhau 5 – 7 ngày.', 'phòng_bệnh': 'Pha Phy FusaCo 250ml kết hợp Nano Cu 500ml vào bình 800ml nước. Phun các bộ phận cho cây cách từ 10 – 15 ngày mỗi lần.'}}"
Hoa hồng,Héo rũ,"Bộ rễ cây bị tổn thương (do quá trình vận chuyển, đào xới, thay chậu gây đứt gãy, mất sức, không hấp thụ dưỡng chất). | Côn trùng, sâu bệnh gây hại (sùng, rệp sáp, cuốn chiếu cắn phá rễ; sâu đục thân tấn công làm thân cây khô, cành héo rũ). | Nấm bệnh gây hại (Nấm Verticillium albo-atrum Berth lây lan qua mô, mắt ghép). | Sử dụng phân bón hóa học quá mức (lạm dụng làm hư hại bộ rễ, cây bị ngộ độc). | Cây bị thiếu nước (không cung cấp đủ nước khiến lá non héo trước, sau đó là lá già, cây còi cọc).","Lá cây chuyển sang màu vàng, đặc biệt ở phần dưới, sau đó khô lại và rụng đi. | Thân cây khô cứng, thiếu sức sống, các cành trở nên giòn và dễ gãy. | Trên thân cây xuất hiện những vết nứt hoặc nấm mốc. | Hoa có dấu hiệu mất nước, cánh hoa bắt đầu rũ xuống và nhanh chóng bị héo tàn đi. | Khi bị nấm bệnh: Cây không thể nở nụ, nụ bên ngoài phủ một lớp màu nâu xám và gãy gục xuống. Vết bệnh lan dần xuống cuống có màu tím thâm. Trên hoa bắt đầu xuất hiện những đốm nhỏ màu nâu, có thể liên kết thành đám phồng lên, khiến hoa bị khô cháy.","Đưa chậu hoa hồng vào nơi khô ráo, thoáng mát, tránh ánh nắng quá mạnh (chỉ tiếp xúc ánh nắng sáng sớm hoặc chiều mát). | Bổ sung lượng nước tưới vừa đủ ẩm để cây phục hồi, tránh tưới quá nhiều gây ngập úng và nấm bệnh. | Sử dụng thêm các chế phẩm sinh học để nuôi dưỡng bộ rễ, kích thích rễ ra nhanh và khỏe mạnh (ví dụ: Vi HAF). | Đối với trường hợp héo rũ do bón phân quá nhiều: Tưới nhiều nước vào buổi sáng để rửa trôi bớt lượng phân còn sót lại. | Đối với côn trùng tấn công: Kiểm tra kỹ toàn cây, cắt bỏ những cành bị hại để tránh lây lan. Sử dụng sản phẩm sinh học Mebe Pa để xua đuổi và tiêu diệt côn trùng. | Đối với nấm bệnh tấn công: Sử dụng các loại thuốc sinh học đặc trị nấm bệnh (ví dụ: Chatomium), phun thuốc vào chiều mát. | Phòng ngừa hiệu quả: Lựa chọn giống hoa hồng khỏe mạnh, trồng ở nơi đủ ánh sáng và che chắn khi cần, cung cấp đủ nước tưới vào gốc, sử dụng phân bón hữu cơ, bấm ngọn kích thích chồi, thường xuyên theo dõi kiểm tra cây để phát hiện sớm sâu bệnh."
"Các loại cây họ cà, bầu bí (cà chua, khoai tây, ớt), các loại cây ăn quả.",Bệnh héo xanh vi khuẩn,"Vi khuẩn Ralstonia solanacearum tồn tại trong đất, nước và dễ dàng lây lan qua các vết thương trên thân, rễ cây. Bệnh phát triển nhanh chóng trong điều kiện mưa nhiều, vị trí đất trồng đã từng bị nhiễm vi khuẩn. Mầm bệnh lây lan từ cây này sang cây khác thông qua nước tưới, nước mưa, gió, dụng cụ làm vườn và củ giống bị nhiễm bệnh.","Cây bị héo đột ngột, ban đầu héo một phần hoặc một số lá và nặng dần lan ra toàn bộ cây. Lá cây từ vàng úa, sau chuyển sang héo khô và rụng, gây chết cây nhanh chóng. Cắt ngang thân cây sẽ thấy dịch trắng đục chảy ra từ các mạch dẫn. Rễ cây bị thối, chuyển sang màu đen và có mùi hôi khó chịu.","{'Phòng ngừa': ['Sử dụng giống cây kháng bệnh.', 'Cải thiện đất, đảm bảo hệ thống tưới tiêu hợp lý và luân canh cây trồng.', 'Xử lý đất bằng vôi hoặc các loại thuốc trừ vi khuẩn để tiêu diệt mầm bệnh còn sót lại trong đất.', 'Đảm bảo đất thoát nước tốt, tránh tình trạng ngập úng kéo dài.', 'Thường xuyên vệ sinh vườn và sử dụng các chế phẩm sinh học.'], 'Khi phát hiện bệnh': ['Nhổ bỏ ngay lập tức cây bị nhiễm bệnh và tiêu hủy để tránh lây lan sang cây khỏe.'], 'Sử dụng thuốc đặc trị': {'Tên thuốc': 'Tribe Vacci Gold (New) từ AQ', 'Thành phần chính': 'Chitosan (1.000 ppm), pHH20: 5.2, Tỷ trọng: 1.12, hàng tỷ bào tử nấm Chaetomium spp, hoạt chất sinh học (enzyme ngoại bào, chất chuyển hóa) từ chủng nấm Chaetoglobosin C, Chaetomanone, và Rotiorins, kết hợp với chủng vi khuẩn mạnh Rhodopseudomonas spp trên nền chitosan dạng nano bền vững.', 'Công dụng (ngoài héo xanh)': ['Cô lập các chủng virus gây hại (bệnh khảm lá, xoăn lá, xoăn ngọn và sượng trái).', 'Phòng ngừa hiệu quả các bệnh trên nhiều loại cây như cà chua, dưa leo, bầu, bí, chanh dây và các cây ăn quả khác.', 'Phòng trừ các bệnh do nấm gây ra (nứt thân, xì mủ, thán thư, sương mai, héo rũ, thối rễ và cháy lá).', 'Cung cấp dinh dưỡng, tăng cường sức đề kháng cho cây trồng.'], 'Hướng dẫn sử dụng': {'Phun trị bệnh héo xanh': 'Pha 250ml Tribe Vacci Gold (new) vào 400 – 600 lít nước để phun tưới kỹ toàn bộ tán lá và vùng dưới gốc định kỳ 5 – 7 ngày/lần.', 'Phun phòng bệnh héo xanh': 'Pha 250ml Tribe Vacci Gold (new) vào 800 – 1000 lít nước để phun đều tán lá cho cây định kỳ 1 – 2 lần/tháng.', 'Trường hợp cây bị suy yếu': 'Bổ sung 100ml sản phẩm Vi AMEN hòa tan vào 300 lít nước.'}}}"
