ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
"Cây trồng nói chung (thường gặp trên cà, bầu bí, ớt, cà chua, dưa leo, và nhiều loại cây khác)","Bệnh héo rũ (còn gọi là héo xanh, héo tươi)","{'Tác nhân gây bệnh': 'Vi khuẩn Pseudomonas solanacearum Smith (hay Ralstonia Solanacearum) với nhiều chủng và nòi.', 'Cơ chế gây bệnh': 'Vi khuẩn ký sinh, tấn công và xâm nhập vào mạch dẫn, làm hư bó mạch của cây, cản trở vận chuyển nước và chất dinh dưỡng, dẫn đến cây héo xanh và chết.', 'Điều kiện phát triển mạnh': ['Tồn tại trong hạt giống nhiễm bệnh, đất trồng, tàn dư thực vật, cỏ dại.', 'Lây lan qua gió, nước, cây giống, công cụ lao động.', 'Xâm nhập qua vết thương hở trên rễ, thân cây.', 'Phát triển mạnh trong đất có độ pH từ 7 – 7,2.', 'Nhiệt độ thích hợp từ 24 – 37 độ C.', 'Dễ gây hại trên đất cát pha, đất thịt nhẹ, ruộng thoát nước kém, thường xuyên ẩm ướt.']}","{'Giai đoạn cây con (vườn ươm)': 'Lá héo rũ toàn bộ, sau đó cây chết nhưng lá vẫn còn xanh.', 'Giai đoạn cây trưởng thành (ruộng sản xuất)': ['Ban đầu các ngọn lá rủ xuống.', 'Sau đó các lá ở gốc héo đi.', 'Cuối cùng toàn bộ cây héo rũ, gãy gục và chết đi.', 'Phần thân sát gốc mặt đất có vỏ xù xì, xuất hiện những u nhỏ.'], 'Tác hại': ['Cây phát triển chậm, lá úa vàng, héo rũ nhanh chóng, cản trở quang hợp, giảm năng suất.', 'Gây chết cây non nhanh chóng, khó cứu chữa.', 'Bộ rễ bị hư thối nặng, mất khả năng hút nước và dinh dưỡng.', 'Lây lan nhanh chóng trên diện rộng qua đất, nước, công cụ nông nghiệp.', 'Ảnh hưởng kinh tế: quả nhỏ, héo hoặc kém chất lượng khi cây bị bệnh giai đoạn ra quả.']}","{'Phòng ngừa (Phương pháp chăm sóc)': ['Lựa chọn giống cây khỏe mạnh, không nhiễm bệnh, có sức chống chịu tốt.', 'Xử lý hạt giống kỹ lưỡng trước khi gieo.', 'Vệ sinh đồng ruộng, dọn sạch cỏ dại trước khi gieo trồng.', 'Luân canh các loại cây trồng khác họ để hạn chế nấm bệnh.', 'Cày bừa đất kỹ trước vụ mới, sử dụng chế phẩm sinh học cân bằng pH và tăng vi sinh có lợi.', 'Lên luống cao khi trồng để dễ thoát nước, tránh ẩm ướt và úng rễ.', 'Bón phân cân đối, tăng cường phân hữu cơ, phân vi sinh.', 'Hạn chế làm cây bị sây sát, tổn thương trong quá trình chăm sóc, tưới tiêu.'], 'Điều trị cụ thể (Sản phẩm Tribe Vacci Gold (new))': {'Thành phần': 'Chitosan: 1.000 ppm, pHH20: 5.2, Tỷ trọng: 1.12, chứa hàng tỷ tế bào nấm đối kháng Chaetomium spp, Enzyme ngoại bào, chất chuyển hóa (Chaetoglobosin C, Chaetomanone, Rotiorins), cùng các chủng vi khuẩn mạnh trên nền chitosan dạng Nano bền vững.', 'Công dụng': ['Xử lý dứt điểm vi khuẩn gây bệnh héo rũ.', 'Phòng ngừa hiệu quả các tác nhân gây hại, lây nhiễm bệnh.', 'Nâng cao sức đề kháng cho cây, cải thiện năng suất và chất lượng.'], 'Hướng dẫn sử dụng': ['Để trị bệnh: 250ml Tribe Vacci Gold (new) hòa với 400 – 600 lít nước, phun tưới toàn bộ vườn, định kỳ 5 – 7 ngày/lần.', 'Để phòng bệnh: 250ml Tribe Vacci Gold (new) hòa với 800 – 1000 lít nước, phun định kỳ 1 – 2 lần/tháng.', 'Khi cây suy yếu nặng: Bổ sung 100ml Vi AMEN cho 300 lít nước, phun tưới đều toàn vườn.'], 'Lưu ý': ['Có thể sử dụng kỹ thuật phun máy bay.', 'Bảo quản sản phẩm còn dư ở nơi khô ráo, thoáng mát.', 'Không để sản phẩm tiếp xúc với mắt, mũi, tay miệng.', 'Có thể kết hợp với các sản phẩm sinh học khác của AQ để tăng hiệu quả.']}}"
Gừng,Vàng lá do vi khuẩn,Vi khuẩn Ralstonia solanacearum. Gây hại mạnh trong mùa mưa (tháng 11 đến tháng 1 năm sau).,"Toàn bụi chuyển sang màu xanh vàng, cây héo và chết nhanh như bị luộc, thân bị gãy gục, củ gừng thối nhũn và có mùi hôi khó chịu.","**Kỹ thuật canh tác chung:** Lựa chọn giống khỏe mạnh, đất trồng tơi xốp, thoát nước tốt và giàu dinh dưỡng. Lên luống cao, không trồng quá dày. Trồng nơi thoáng mát, tránh ngập úng. Tưới nước vừa phải. Bổ sung dinh dưỡng (ưu tiên phân hữu cơ hoai mục, phân bón vi sinh, tránh bón nhiều phân đạm). Cắt tỉa lá mọc dày. Sử dụng chế phẩm sinh học diệt sâu bệnh khác (rệp sáp, nhện đỏ). | **Thuốc đặc trị:** Sử dụng Tribe Vacci gold (Chitosan, Chaetomium spp). Pha 250ml với 400 – 600 lít nước, phun tưới kỹ toàn bộ lá và vùng gốc, định kỳ 5 – 7 ngày/lần."
Gừng,Vàng lá thối củ do nấm,Nấm Fusarium oxysporum.,"Cây chết từ từ, ban đầu vài thân bị vàng, sau đó lan rộng ra các thân bên trong và cuối cùng gây hại thân chính. Khi nặng, toàn bộ lá gừng chuyển màu vàng đỏ, cây chết chậm và mức độ lây lan không lớn.","**Kỹ thuật canh tác chung:** (Áp dụng tương tự như bệnh do vi khuẩn) Lựa chọn giống khỏe mạnh, đất trồng tơi xốp, thoát nước tốt và giàu dinh dưỡng. Lên luống cao, không trồng quá dày. Trồng nơi thoáng mát, tránh ngập úng. Tưới nước vừa phải. Bổ sung dinh dưỡng (ưu tiên phân hữu cơ hoai mục, phân bón vi sinh, tránh bón nhiều phân đạm). Cắt tỉa lá mọc dày. Sử dụng chế phẩm sinh học diệt sâu bệnh khác (rệp sáp, nhện đỏ). | **Thuốc đặc trị:** Sử dụng Phy FusaCo (Chaetomium spp, Trichoderma spp, Bacillus subtilis, Enzyme ngoại bào và Nano chitosan). Hòa với 400 – 600 lít nước, phun tưới lên toàn cây và vùng gốc, liều lượng phun cách nhau khoảng 5 – 7 ngày/lần."
Gừng,Vàng lá do tuyến trùng,Tuyến trùng.,"Lá gừng chuyển sang màu vàng nhạt, cây còi cọc, sinh trưởng và phát triển kém. Trên rễ có những nốt u sưng, nếu nặng thì rễ chuyển sang màu nâu đen và hư thối.","**Kỹ thuật canh tác chung:** (Áp dụng tương tự như bệnh do vi khuẩn) Lựa chọn giống khỏe mạnh, đất trồng tơi xốp, thoát nước tốt và giàu dinh dưỡng. Lên luống cao, không trồng quá dày. Trồng nơi thoáng mát, tránh ngập úng. Tưới nước vừa phải. Bổ sung dinh dưỡng (ưu tiên phân hữu cơ hoai mục, phân bón vi sinh, tránh bón nhiều phân đạm). Cắt tỉa lá mọc dày. Sử dụng chế phẩm sinh học diệt sâu bệnh khác (rệp sáp, nhện đỏ). | **Thuốc đặc trị:** Sử dụng Padave Cha (Trichoderma spp, chất hữu cơ). Hòa 1 kg với 400 – 800 lít nước, tưới đều lên toàn vườn với liều lượng từ 2 – 3 lần."
Gừng,Cháy lá,"Do nấm Pyricularia grisea tấn công, đặc biệt phát triển mạnh trong điều kiện thời tiết nóng ẩm, mưa nắng xen kẽ, vùng đất canh tác bị trũng thoát nước kém, hoặc do mật độ trồng quá dày làm điều kiện thuận lợi cho nấm phát triển.","Ban đầu xuất hiện các đốm nâu nhỏ hoặc vết đốm màu trắng xám trên lá (có thể ở chóp, mép hoặc trên phiến lá). Các đốm này dần lây lan, liên kết lại gây cháy cả lá thành mảng rộng. Khi bệnh nặng, phần lớn lá gừng bị cháy, năng suất củ giảm sút, củ có kích thước nhỏ, thậm chí dị dạng. Nấm có thể tấn công vào nách lá rồi lây lan xuống củ, dẫn đến hậu quả nghiêm trọng nhất là chết cả cây.","{'Phòng ngừa': ['Đảm bảo mật độ và thời vụ gieo trồng gừng phù hợp.', 'Trồng cây ở vị trí đất cao, dễ thoát nước.', 'Chọn giống gừng đảm bảo sạch bệnh và thực hiện phòng bệnh từ khâu sản xuất giống cây con.', 'Bón lót bằng phân hữu cơ trước khi trồng, bổ sung dinh dưỡng cân đối (đạm, lân, kali) và phân bón lá theo các thời kỳ phát triển của cây.', 'Thường xuyên theo dõi, vệ sinh vườn nhà, sớm phát hiện và xử lý nấm bệnh.', 'Vệ sinh đồng ruộng sau thu hoạch, thu gom và tiêu hủy những cây bị bệnh để tránh lây lan.', 'Sử dụng sản phẩm Phy FusaCo (250ml) kết hợp Nano Cu Gold (500ml) pha với 800ml nước, phun định kỳ các bộ phận trên cây cách 10 – 15 ngày/lần.'], 'Điều trị khi bệnh đã xuất hiện': ['Sử dụng thuốc sinh học Phy FusaCo (chứa Chaetomium spp, Trichoderma spp, Bacillus subtilis) kết hợp Nano Cu.', 'Pha Phy FusaCo 250ml cùng Nano Cu 500ml, hòa tan hoàn toàn vào bình chứa 400ml nước.', 'Thực hiện phun lên các bộ phận như thân, cành, lá và tưới gốc định kỳ 2 – 3 lần, mỗi lần cách nhau 5 – 7 ngày.']}"
Hoa cúc,Bệnh vàng lá,"Nấm bệnh Puccinia horiana (nấm gỉ sắt) tấn công mạnh vào các tế bào lá. | Thiếu chất dinh dưỡng (Nitơ, Magie, Sắt). | Thiếu hoặc dư thừa nước (thiếu nước gây héo, dư nước gây thiếu oxy cho rễ và thối rễ). | Sâu bệnh tấn công (nhện, rệp, bướm trắng gây hư hỏng, rách nát lá).","Vết bệnh nhỏ, hình tròn, màu vàng xuất hiện ở mặt trên của lá. | Ở mặt dưới của lá, xuất hiện những mụn mủ nổi lên chứa đầy bào tử màu vàng cam. Khi mụn mủ vỡ ra sẽ giải phóng bào tử làm lây lan nấm bệnh. | Lá cây bị cong và biến dạng. | Cây trở nên còi cọc và ốm yếu.","{'Phòng ngừa và chăm sóc': ['Chọn giống hoa cúc khỏe mạnh, có sức chống chịu tốt.', 'Vệ sinh vườn trồng sạch sẽ, thu gom cỏ dại và tàn dư từ mùa vụ trước.', 'Đảm bảo hệ thống thoát nước tốt, tránh đọng nước.', 'Trồng hoa cúc với khoảng cách hợp lý để không khí lưu thông tốt.', 'Cắt tỉa bớt những cành, lá có nguy cơ nhiễm bệnh và khử trùng dụng cụ cắt tỉa.', 'Tránh làm cây hoa cúc bị trầy xước trong quá trình chăm sóc.', 'Sử dụng các loại phân bón hữu cơ, vi sinh, phân chuồng để bổ sung chất dinh dưỡng.', 'Hạn chế tưới nước vào buổi chiều tối, nên tưới nước vào lúc sáng sớm.', 'Thường xuyên kiểm tra, thăm vườn để phát hiện sớm các dấu hiệu bệnh và xử lý kịp thời.'], 'Điều trị bằng thuốc đặc trị': {'Tên thuốc': 'Phy FusaCo (chế phẩm sinh học)', 'Thành phần': 'Vi sinh tổng số (Chaetomium spp, Trichoderma spp, Bacillus subtilis: 1,5×10^8 CFU/ml), Enzyme ngoại bào và Nano chitosan.', 'Công dụng': ['Xử lý dứt điểm tình trạng cúc bị vàng lá do nấm bệnh Puccinia horiana gây ra.', 'Hỗ trợ tăng cường sức đề kháng cho vườn trồng, giúp cây hoa cúc chống chịu tốt trước các tác nhân gây hại (thời tiết bất lợi, các loại nấm bệnh như nấm hồng, sương mai, ghẻ sẹo và sâu bệnh gây hại như nhện đỏ, bọ trĩ, rầy).', 'Hiệu quả trong thời gian dài và độ phủ rộng lớn.', 'Nâng cao năng suất và chất lượng của hoa cúc, an toàn cho sức khỏe và môi trường.'], 'Hướng dẫn sử dụng': {'Để trị bệnh': 'Sử dụng 250ml Phy FusaCo + 400 – 600 lít nước, hòa lẫn rồi phun tưới đều lên toàn vườn hoặc tưới đẫm dưới gốc, sử dụng từ 5 – 7 lần/ngày.', 'Để phòng bệnh': 'Sử dụng 250ml Phy FusaCo + 800 – 1000 lít nước, phun đều lên toàn vườn với liều lượng cách nhau khoảng 15 – 30 ngày/lần.'}}}"
Cây cóc Thái,"Xì mủ (nứt thân xì mủ, nứt thân chảy gôm)","Do nấm Phytophthora sp. gây hại, có thể tấn công rễ non dưới mặt đất và thân cây. Nấm bệnh dễ lây lan nhanh trong điều kiện thời tiết mưa dài và vườn nhà không thông thoáng.","Tại vị trí gần sát gốc cây, xuất hiện vết thối nhỏ với mủ chảy ra từ các vị trí cây bị thương. Khi nấm bệnh tấn công nghiêm trọng, các vết bệnh sẽ lan dần gây thối úng vỏ cây. | Vết nứt trên thân cây xuất hiện ngày càng rõ rệt, đặc biệt là ở phần gần gốc, kèm theo hiện tượng chảy mủ màu trắng đục hoặc vàng nhạt từ các vết nứt. | Bộ rễ và thân cây bị tổn thương ảnh hưởng đến quá trình hút nước và dinh dưỡng, gây vàng úa và rụng lá. | Cây kém phát triển nghiêm trọng, có thể chết nếu tình trạng nứt thân kéo dài.","{'Phòng ngừa': ['Chọn giống cây cóc Thái từ những đơn vị bán uy tín, đảm bảo không bị nhiễm bệnh từ khi còn non.', 'Điều chỉnh lượng nước tưới phù hợp, đặc biệt trong mùa khô và mùa mưa. Có thể sử dụng hệ thống tưới nhỏ giọt hoặc tưới phun sương để kiểm soát độ ẩm đất.', 'Kiểm tra thường xuyên cây trồng để phát hiện sớm dấu hiệu bệnh và xử lý kịp thời bằng các biện pháp sinh học, hóa học phù hợp.', 'Sử dụng phân bón hữu cơ hoặc phân bón vi sinh để cải thiện chất lượng đất và cung cấp dinh dưỡng tăng sức đề kháng cho cây.'], 'Trị bệnh bằng thuốc': {'Tên thuốc': 'Phy FusaCo (kết hợp Nano Cu)', 'Thành phần Phy FusaCo': 'Tổ hợp vi sinh tổng số Chaetomium spp, Trichoderma spp, Bacillus subtilis: 1,5×10^8 CFU/ml.', 'Công dụng': 'Phòng trừ hiệu quả các bệnh do nấm gồm Phytophthora, Fusarium, Colletotrichum,… gây ra tình trạng nứt thân, xì mủ, thối nhũn, chết dây và thán thư. Tăng khả năng kháng bệnh và sức đề kháng của cây.', 'Hướng dẫn sử dụng': ['Trị xì mủ: Pha bộ Phy FusaCo 250ml + Nano Cu 500ml vào bình chứa 400ml nước. Phun trị trên các bộ phận của cây cóc như thân, cành, lá, và tưới gốc với định kỳ 2-3 lần cách từ 5-7 ngày.', 'Phòng xì mủ: Pha bộ sản phẩm cùng 800ml nước. Phun lên thân cành lá, tưới gốc cóc mỗi lần cách từ 10-15 ngày.']}}"
Lúa,Rong nhớt,"Là lớp nhầy do xác tảo tàn, phần nhớt tôm lột, đạm từ thức ăn hòa tan, thuốc, chất dinh dưỡng trong nước hình thành. | Trong giai đoạn nuôi tôm, ruộng luôn duy trì mực nước cho đến khi canh tác lúa, phần đất ruộng chưa được cải tạo tốt. | Ở những chân ruộng trũng, phần mặt ruộng không bằng phẳng, dễ tạo điều kiện cho nước chứa nhiều chất hữu cơ. | Kết hợp với điều kiện thời tiết mưa nhiều, âm u.","Cây lúa sinh trưởng kém. | Phần đầu lá có biểu hiện bị cháy xém. | Cọng lá đã chuyển sang màu nâu tím. | Bộ phận rễ kém phát triển, không hình thành được rễ tơ. | Ruộng lúa bị ngập trong nước, kèm theo thời tiết mưa kéo dài. | Rong tảo phủ kín đặc biệt là trên thân và lá, cản trở quang hợp. | Ở đầu vụ (sau sạ 3-5 ngày), rong phủ kín mầm lúa, gây chết lúa. | Ở giai đoạn đẻ nhánh, rong tảo phủ kín quanh gốc lúa làm hạn chế sự đẻ nhánh. | Tranh chấp dinh dưỡng với cây lúa. | Mật độ rong tảo dày đặc gây vàng lá và chết cây lúa.","**Cải tạo đất trước khi gieo trồng:** Phơi đất, rửa mặn, xử lý vôi 300 – 350 kg/ha, cày xới cho đất tơi xốp, rửa trôi muối, hạ phèn. | **Thủ công:** Dùng tay để vớt rong ra khỏi ruộng (chỉ vớt rong cho lúa từ 10 ngày sau khi sạ). | **Ngừng bón phân:** Khi ruộng bị nhiễm rong tảo, cây lúa bị hư hỏng rễ, quang hợp kém và rong tảo hấp thụ hết phân bón thì cần ngừng bón phân ngay. | **Sử dụng thuốc đặc trị:** Nano Cu Gold của Công ty Cổ phần Trung Tâm Sản Phẩm Sinh Học AQ.
  *   Thành phần: Đồng (Cu): 15.000mg/l; Tỷ trọng: 1,1.
  *   Công dụng: Loại bỏ, diệt trừ rong rêu, nấm mốc gây hại, phòng trừ nấm khuẩn, cung cấp vi lượng.
  *   Hướng dẫn sử dụng:
    *   **Phòng bệnh:** Pha 500ml Nano Cu Gold hòa cùng 600 – 800 lít nước, phun từ 3 – 4 lần/vụ.
    *   **Khi cây bị bệnh:** Pha 500ml Nano Cu Gold hòa cùng 400 lít nước, phun đều ở các tán lá và vùng rễ cây. Phun ngừa từ 2 – 3 lần.
    *   **Rửa vườn diệt rong rêu:** Pha 500ml Nano Cu Gold vào 400 lít, phun đều lên các vị trí như thân, cành, lá sau khi thu hoạch xong."
Rau diếp cá,Vàng lá,"{'Tên nguyên nhân': 'Do sâu bệnh', 'Triệu chứng': 'Lá xuất hiện các vết đốm rải rác trên bề mặt, những vết đốm đó hoại tử dần, làm lá bị thủng, dẫn đến toàn bộ lá và thân bị vàng úa.', 'Cách điều trị': 'Dọn dẹp vườn sạch sẽ để ngăn côn trùng trú ngụ và sinh sản. Phun trừ sâu bệnh định kỳ bằng các sản phẩm sinh học an toàn (ví dụ: thuốc sinh học Mebe Pa).'} | {'Tên nguyên nhân': 'Do thiếu ánh sáng', 'Triệu chứng': 'Lá bị úa vàng, cây phát triển kém, năng suất rau giảm mạnh.', 'Cách điều trị': 'Trồng cây ở những nơi có nguồn ánh sáng ổn định, vừa phải, không quá nắng gắt.'} | {'Tên nguyên nhân': 'Do thiếu nước', 'Triệu chứng': 'Gây ra hiện tượng mất nước, khô héo và dẫn tới vàng lá hàng loạt. Cây héo úa và chết khô. Khi chạm vào các bộ phận của cây sẽ dễ bị gãy rụng.', 'Cách điều trị': 'Cung cấp đủ lượng nước tưới thường xuyên cho cây, đặc biệt trong thời tiết oi nắng kéo dài.'} | {'Tên nguyên nhân': 'Do thừa nước', 'Triệu chứng': 'Đất trồng thoát nước không kịp, gây ứ đọng nước khiến rễ cây bị úng thối và làm cho lá bị vàng. Cây khó thoát nước, bộ rễ bị hư hỏng, thối úng và làm cho cây bị vàng rũ.', 'Cách điều trị': 'Xử lý đất trồng trước khi trồng nhằm giúp đất trở nên tơi xốp, thoát nước tốt. Kết hợp đào rãnh mương để thoát nước dễ dàng vào mùa mưa. Tránh trồng mật độ quá dày hoặc trồng trong chậu có lỗ thoát nước quá ít.'} | {'Tên nguyên nhân': 'Do thiếu dinh dưỡng', 'Triệu chứng': [{'Dinh dưỡng thiếu': 'Kali', 'Triệu chứng cụ thể': 'Phần viền mép lá đang dần chuyển qua màu vàng và dần lan rộng đến toàn bề mặt lá.'}, {'Dinh dưỡng thiếu': 'Canxi', 'Triệu chứng cụ thể': 'Các vết đốm nằm rải rác trên mặt lá hoặc lá cây bị biến dạng.'}, {'Dinh dưỡng thiếu': 'Kẽm', 'Triệu chứng cụ thể': 'Gân lá bị vàng và dần lan rộng xung quanh.'}, {'Dinh dưỡng thiếu': 'Nitơ', 'Triệu chứng cụ thể': 'Hiện tượng gân lá kết hợp phần ngọn rau đều bị vàng.'}, {'Dinh dưỡng thiếu': 'Magie', 'Triệu chứng cụ thể': 'Lá diếp cá xuất hiện những vệt vàng sáng trên gân lá.'}, {'Dinh dưỡng thiếu': 'Sắt', 'Triệu chứng cụ thể': 'Toàn bộ lá đều vàng, chỉ có gân lá vẫn giữ lại màu xanh.'}], 'Cách điều trị': 'Bón phân đầy đủ bao gồm các chất: Kali, Nitơ, Canxi, Sắt, Magie,… cần cân bằng hàm lượng dinh dưỡng. Kết hợp bón các loại phân hữu cơ (phân chuồng đã hoai mục, than bùn, rơm rạ ủ mục) hoặc sử dụng phân bón vi lượng Vi Amen.'}",,
Cây hương thảo,Đen lá,,,
"Cây có múi (cam, quýt, bưởi)",Lở cổ rễ,"Do các loại nấm và vi khuẩn tấn công vào bộ rễ, đặc biệt là nấm Rhizoctonia solani Kuhn. | Tàn dư bệnh của cây từ mùa vụ trước tồn đọng trong lòng đất. Khi gặp điều kiện thuận lợi (nhất là vào giai đoạn nhiệt độ ẩm cao, mưa nhiều, đất trồng ẩm ướt, nhiệt độ từ 25-29 độ C, vườn trồng nhiều cây sát nhau, thiếu thông thoáng) sẽ tấn công vào bộ rễ và gây tái phát, lây nhiễm bệnh.","{'Trên lá': 'Gân lá già có màu vàng nhạt, phiến lá ngả sang màu vàng cam. Ban đầu rải rác từng lá, sau đó lan rộng dần ra toàn bộ lá cây. Lá dễ bị rụng khi có gió hoặc rung nhẹ. Bệnh càng nặng lá rụng càng nhiều, có thể xuất hiện ở 1-2 cành hoặc toàn bộ cây. Cây phát triển chậm, bị còi cọc.', 'Trên rễ': 'Rễ cây hóa nâu, thối đen. Rễ nhỏ sẽ thối trước sau đó lan dần sang rễ lớn, có thể xuất hiện vài tơ nấm trắng.', 'Tại cổ rễ': 'Phần cổ rễ bị lở loét, làm suy yếu hệ thống rễ và thối gốc cây.'}","{'Phòng ngừa': ['Vệ sinh vườn sạch sẽ, thu dọn kỹ càng tàn dư mùa vụ trước.', 'Lựa chọn hạt giống chắc khỏe, mua từ các cửa hàng uy tín, hạt giống phải được kiểm duyệt từ các cơ quan chuyên ngành.', 'Chọn vị trí có nền đất tốt, cao ráo, dễ thoát nước để hạt mau nảy mầm.', 'Xây dựng kế hoạch tưới tiêu cân đối tùy thuộc từng giống cây, không được để cây quá ẩm ướt sẽ dễ khiến cây bị úng, nhất là cây con.'], 'Điều trị bằng sản phẩm chuyên dụng': {'Tên sản phẩm': 'Thuốc đặc trị bệnh lở cổ rễ trên cây có múi Be Green (giải pháp sinh học)', 'Thành phần': '1.5×10^6 CFU/g bột Chaetomium cupreum, hơn 25 chủng nấm đối kháng (Chaetomium spp, Trichoderma spp, Paecilomyces sp), cùng nhiều vi sinh lên men phân giải từ lân, kali, kết hợp các loại amino axit, axit fluvic.', 'Công dụng': ['Phòng trừ hiệu quả nấm gây ra bệnh lở cổ rễ, thối rễ.', 'Phục hồi cây vàng lá, kích cây ra rễ bảo vệ bộ rễ trước sự tấn công của vi khuẩn, tuyến trùng hại rễ.', 'Bổ sung thêm vi sinh có lợi tăng đề kháng cho cây, cải tạo đất nhằm nâng cao hiệu quả hấp thụ phân bón, tăng năng suất cây trồng.'], 'Hướng dẫn sử dụng': {'Phun trị bệnh lở cổ rễ': 'Dùng 50g sản phẩm hòa tan cùng 40-80 lít nước, phun tưới trực tiếp dưới tán cây, xử lý với tần suất 5-10 ngày/lần.', 'Phun phòng bệnh lở cổ rễ': 'Dùng 25g sản phẩm hòa tan cùng 20-40 lít nước, thực hiện phun tưới tần suất 3-4 lần/vụ.'}}}"
Cây hành (hành lá),Bệnh khô đầu lá hành,"Do nấm Stemphylium botryosum W gây ra. | Phát triển mạnh trong điều kiện thời tiết âm u, sương muối và nhiệt độ từ 22 – 25 độ C. | Môi trường thuận lợi cho bệnh phát triển nặng hơn khi vườn có mật độ trồng quá dày, bón dư thừa phân đạm và tưới nước quá ẩm.","Xuất hiện vết bệnh ở giữa các lá bánh tẻ với dạng hình bầu dục dài. | Vết bệnh lúc đầu có màu xám trắng, dần chuyển thành màu nâu vàng ở vị trí trung tâm trên nền trắng xám. | Kích thước vết bệnh dài dọc lá từ 10 – 20cm. | Sau 5 – 7 ngày thì lá khô lụi và gãy ở giữa. | Trong điều kiện thời tiết độ ẩm cao, mưa phùn, trên bề mặt vết bệnh xuất hiện lớp nấm màu nâu đen. | Khi bệnh chuyển nặng, thân cây hành bị khô lụi và gãy gục ở giữa.","{'phương pháp': 'Canh tác phòng trừ', 'chi tiết': ['Gieo trồng hành từ ngày 5 đến 15 tháng 10.', 'Trồng cây đúng mật độ phù hợp (hàng cách hàng 15-20cm, cây cách cây 10-15cm).', 'Bón phân phù hợp và tưới nước đủ ẩm.', 'Vào những ngày nhiều sương, tưới nước rửa sương vào buổi sáng để hạn chế nấm bệnh.', 'Thường xuyên thăm vườn, ngắt bỏ lá bị khô đầu hoặc tàn lụi và tiêu hủy để hạn chế bệnh lây lan.']} | {'phương pháp': 'Sử dụng thuốc đặc trị sinh học', 'tên thuốc': 'Phy FusaCo (của Công ty Cổ Phần Trung Tâm Sản Phẩm Sinh Học AQ)', 'thành phần': 'Vi sinh tổng số: Chaetomium spp, Trichoderma spp, Bacillus subtilis (1,5×10^8 CFU/ml).', 'công dụng_chính': 'Tiêu diệt nấm khuẩn gây bệnh khô đầu lá hành, tăng cường khả năng kháng bệnh, nâng cao hệ miễn dịch cho cây, cải thiện chất lượng nông sản.', 'hướng dẫn_sử dụng': [{'mục đích': 'Phun trị lá hành bị khô ở đầu', 'liều lượng': 'Pha 250ml Phy FusaCo vào 400ml nước.', 'cách dùng': 'Phun lên thân, cành, lá và tưới gốc định kỳ 2-3 lần, mỗi lần cách nhau 5-7 ngày.'}, {'mục đích': 'Phun phòng lá hành bị khô ở đầu', 'liều lượng': 'Pha 250ml Phy FusaCo vào 800ml nước.', 'cách dùng': 'Phun phòng mỗi lần cách nhau 10-15 ngày.'}]}"
Cây cao su,,,,
Bông vạn thọ,Vàng lá (do thiếu dưỡng chất),Thiếu các chất dinh dưỡng cần thiết (đặc biệt là nguyên tố vi lượng) trong quá trình sinh trưởng của cây.,"Lá bị vàng từ gân lá ra ngoài, sau đó khô và rụng. Lá không thể thực hiện quang hợp và phát triển bình thường. Vàng lá thường xuất hiện từ các lá phía dưới, gần gốc và lan dần lên các lá phía trên, khiến cây còi cọc và giảm tốc độ phát triển.","Bổ sung phân bón có chứa các nguyên tố vi lượng cho cây, sử dụng phân bón hữu cơ với liều lượng phù hợp để cây dễ dàng hấp thụ và tránh bón quá nhiều gây ngộ độc."
Bông vạn thọ,Vàng lá (do tưới nước không đúng cách / úng nước),"Bổ sung nước tưới quá nhiều hoặc để đất quá ẩm, khiến rễ cây bị thối, cản trở khả năng hút nước và dưỡng chất để nuôi các bộ phận khác.","Rễ cây bị thối, cây bị thiếu dinh dưỡng và dẫn đến vàng lá. Vàng lá thường xuất hiện từ các lá phía dưới, gần gốc và lan dần lên các lá phía trên, khiến cây còi cọc và giảm tốc độ phát triển.","Kiểm soát lượng nước tưới, lưu ý không để nước đọng lâu trong chậu gây ngập úng thối rễ."
